Affiliate ,Major,College,MoreStudies
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,Div General Studies Admin,Division of General Studies,FALSE
student,E. Asian Languages & Cultures,College of Liberal Arts & Sciences ,FALSE
student,E. Asian Languages & Cultures :: Linguistics,College of Liberal Arts & Sciences ,TRUE
student,E. Asian Languages & Cultures :: Psychology,College of Liberal Arts & Sciences ,TRUE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics,College of Liberal Arts & Sciences ,FALSE
student,Economics :: History,College of Liberal Arts & Sciences ,TRUE
student,Economics :: LAS Administration,College of Liberal Arts & Sciences ,TRUE
student,Economics :: Mathematics,College of Liberal Arts & Sciences ,TRUE
student,Economics :: Political Science,College of Liberal Arts & Sciences ,TRUE
student,Economics :: Psychology,College of Liberal Arts & Sciences ,TRUE
student,"Economics :: Sch Earth, Soc, Environ Admin",College of Liberal Arts & Sciences ,TRUE
student,Economics :: LAS Administration,College of Liberal Arts & Sciences ,TRUE
student,Economics :: Political Science,College of Liberal Arts & Sciences ,TRUE
student,Economics :: Political Science,College of Liberal Arts & Sciences ,TRUE
student,Economics :: Statistics,College of Liberal Arts & Sciences ,TRUE
student,Economics :: Statistics,College of Liberal Arts & Sciences ,TRUE
student,Economics :: Statistics,College of Liberal Arts & Sciences ,TRUE
student,Economics :: Statistics,College of Liberal Arts & Sciences ,TRUE
student,Economics :: Statistics,College of Liberal Arts & Sciences ,TRUE
student,Economics :: Statistics,College of Liberal Arts & Sciences ,TRUE
student,Economics :: Statistics,College of Liberal Arts & Sciences ,TRUE
student,Economics :: Statistics,College of Liberal Arts & Sciences ,TRUE
student,"Educ Policy, Orgzn & Leadrshp",College of Education,FALSE
student,"Educ Policy, Orgzn & Leadrshp",College of Education,FALSE
student,"Educ Policy, Orgzn & Leadrshp",College of Education,FALSE
student,"Educ Policy, Orgzn & Leadrshp",College of Education,FALSE
student,"Educ Policy, Orgzn & Leadrshp",College of Education,FALSE
student,"Educ Policy, Orgzn & Leadrshp",College of Education,FALSE
student,Education Administration,College of Education,FALSE
student,Education Administration,College of Education,FALSE
student,Education Administration,College of Education,FALSE
student,Education Administration,College of Education,FALSE
student,Education Administration,College of Education,FALSE
student,Education Administration,College of Education,FALSE
student,Educational Psychology,College of Education,FALSE
student,Educational Psychology,College of Education,FALSE
student,Educational Psychology,College of Education,FALSE
student,Educational Psychology,College of Education,FALSE
student,Educational Psychology,College of Education,FALSE
student,Educational Psychology,College of Education,FALSE
student,Educational Psychology,College of Education,FALSE
student,Educational Psychology,College of Education,FALSE
student,Educational Psychology,College of Education,FALSE
student,Educational Psychology,College of Education,FALSE
student,Educational Psychology,College of Education,FALSE
student,Educational Psychology,College of Education,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
student,Electrical & Computer Eng,Grainger College of Engineering,FALSE
